completion_year,monthly_rent_rm,property_type,parking,bathroom,size_sqft,furnished,area,rooms_num,nearby_railways
2000.0,1000,Apartment,1.0,2.0,870,Partially Furnished,Bukit Jalil,3.0,yes
2000.0,1400,Condominium,1.0,2.0,938,Partially Furnished,Taman Desa,3.0,no
2021.0,1300,Service Residence,1.0,2.0,650,Partially Furnished,Cheras,2.0,yes
2000.0,950,Apartment,1.0,1.0,726,Not Furnished,Bukit Jalil,2.0,yes
1994.0,1500,Condominium,1.0,2.0,956,Partially Furnished,Cheras,3.0,
2021.0,1500,Service Residence,1.0,2.0,890,Partially Furnished,Sentul,3.0,
2015.0,1600,Condominium,1.0,1.0,618,Fully Furnished,Cheras,1.0,no
2015.0,1850,Condominium,1.0,2.0,1142,Fully Furnished,Cheras,3.0,no
2019.0,2000,Service Residence,2.0,2.0,883,Fully Furnished,Old Klang Road,3.0,yes
2023.0,1700,Condominium,2.0,2.0,850,Partially Furnished,Cheras,3.0,yes
2018.0,2300,Service Residence,1.0,2.0,747,Fully Furnished,Ampang,2.0,no
2019.0,2600,Condominium,2.0,2.0,1219,Fully Furnished,Desa Petaling,4.0,no
2018.0,2300,Service Residence,1.0,2.0,747,Fully Furnished,Ampang,2.0,no
2017.0,1550,Condominium,1.0,2.0,1037,Partially Furnished,Cheras,4.0,yes
2020.0,2300,Condominium,2.0,2.0,1184,Fully Furnished,Keramat,4.0,no
2018.0,2000,Service Residence,2.0,2.0,836,Partially Furnished,Taman Melawati,2.0,no
2008.0,1800,Condominium,2.0,2.0,950,Partially Furnished,Solaris Dutamas,3.0,no
2009.0,1250,Service Residence,1.0,2.0,950,Not Furnished,Kuchai Lama,3.0,no
2020.0,1800,Condominium,2.0,2.0,926,Partially Furnished,Keramat,3.0,
2015.0,2200,Apartment,0.0,2.0,845,Fully Furnished,Sungai Besi,2.0,yes
2016.0,1700,Condominium,0.0,3.0,1250,Fully Furnished,Cheras,3.0,no
2021.0,1100,Service Residence,1.0,2.0,820,Partially Furnished,Cheras,3.0,yes
2021.0,1100,Service Residence,1.0,2.0,820,Partially Furnished,Cheras,3.0,yes
2020.0,1600,Condominium,2.0,2.0,926,Partially Furnished,Keramat,3.0,no
2022.0,1800,Service Residence,2.0,2.0,1100,Partially Furnished,Setapak,3.0,yes
2007.0,1100,Condominium,1.0,2.0,962,Not Furnished,Kepong,3.0,yes
2007.0,1100,Condominium,0.0,2.0,962,Not Furnished,Kepong,3.0,yes
2022.0,2000,Service Residence,2.0,2.0,1100,Partially Furnished,Setapak,3.0,no
2018.0,1250,Service Residence,1.0,1.0,500,Fully Furnished,Sri Hartamas,1.0,no
2007.0,1500,Service Residence,0.0,1.0,640,Fully Furnished,Sri Hartamas,1.0,no
2021.0,1400,Service Residence,0.0,2.0,850,Fully Furnished,Sentul,3.0,yes
2007.0,1400,Condominium,1.0,2.0,1049,Partially Furnished,Segambut,3.0,no
2021.0,1400,Service Residence,0.0,2.0,850,Fully Furnished,Sentul,3.0,yes
2021.0,1400,Service Residence,0.0,2.0,850,Fully Furnished,Sentul,3.0,yes
2013.0,1800,Condominium,0.0,1.0,737,Partially Furnished,Titiwangsa,2.0,yes
2020.0,2000,Apartment,2.0,3.0,1073,Partially Furnished,Kepong,3.0,yes
2019.0,2000,Service Residence,1.0,1.0,697,Fully Furnished,Ampang Hilir,2.0,no
2020.0,2400,Condominium,2.0,2.0,1065,Fully Furnished,Keramat,3.0,no
1993.0,1200,Apartment,0.0,2.0,890,Partially Furnished,Setapak,3.0,no
2017.0,1350,Service Residence,2.0,1.0,730,Partially Furnished,Old Klang Road,2.0,yes
2019.0,2300,Condominium,2.0,2.0,1050,Fully Furnished,Keramat,3.0,yes
2015.0,2500,Condominium,2.0,3.0,1300,Fully Furnished,Segambut,4.0,no
2008.0,4300,Condominium,2.0,3.0,2100,Fully Furnished,Mont Kiara,4.0,no
2018.0,3000,Service Residence,1.0,2.0,1300,Fully Furnished,Seputeh,3.0,
2016.0,2100,Condominium,1.0,2.0,960,Fully Furnished,Cheras,2.0,yes
2014.0,1800,Condominium,1.0,2.0,1100,Fully Furnished,Sentul,3.0,no
1998.0,1600,Condominium,1.0,2.0,960,Fully Furnished,Cheras,3.0,
2007.0,1400,Condominium,1.0,2.0,1049,Fully Furnished,Segambut,3.0,no
2016.0,2700,Condominium,2.0,2.0,1372,Partially Furnished,Keramat,3.0,yes
2021.0,2000,Service Residence,0.0,2.0,819,Fully Furnished,Cheras,3.0,yes
2016.0,1900,Condominium,1.0,2.0,1202,Fully Furnished,Old Klang Road,3.0,yes
2013.0,1200,Condominium,0.0,1.0,350,Fully Furnished,Old Klang Road,1.0,yes
2021.0,1600,Apartment,1.0,2.0,850,Partially Furnished,Bukit Jalil,3.0,
2009.0,1000,Apartment,1.0,2.0,948,Partially Furnished,Kepong,3.0,no
2013.0,2400,Service Residence,2.0,2.0,920,Fully Furnished,Cheras,3.0,yes
1985.0,1400,Condominium,1.0,2.0,1050,Partially Furnished,Taman Desa,2.0,no
2017.0,1899,Condominium,1.0,2.0,860,Fully Furnished,Wangsa Maju,3.0,
2009.0,1799,Condominium,1.0,2.0,850,Fully Furnished,Jalan Ipoh,2.0,
2021.0,1800,Service Residence,1.0,1.0,499,Fully Furnished,Sri Damansara,1.0,no
2018.0,1799,Condominium,2.0,1.0,640,Fully Furnished,Taman Melawati,2.0,
2025.0,1800,Condominium,2.0,2.0,893,Not Furnished,Cheras,2.0,no
2023.0,3000,Condominium,2.0,2.0,1030,Fully Furnished,Cheras,4.0,no
2010.0,1850,Condominium,2.0,3.0,1600,Partially Furnished,Setapak,4.0,no
2020.0,2300,Condominium,2.0,2.0,1226,Partially Furnished,Bukit Jalil,3.0,yes
2001.0,800,Condominium,1.0,1.0,660,Fully Furnished,Ampang,1.0,no
2008.0,1100,Apartment,0.0,1.0,616,Not Furnished,Cheras,3.0,yes
2017.0,2250,Service Residence,1.0,1.0,648,Fully Furnished,Bangsar South,2.0,yes
2006.0,1700,Apartment,1.0,2.0,1000,Fully Furnished,Ampang,3.0,
2018.0,2500,Service Residence,0.0,1.0,751,Fully Furnished,KL City,1.0,no
2019.0,1900,Service Residence,2.0,2.0,903,Partially Furnished,Segambut,2.0,
2007.0,1700,Condominium,1.0,2.0,950,Partially Furnished,Setapak,3.0,
2016.0,1600,Condominium,0.0,2.0,911,Fully Furnished,KL City,3.0,yes
2009.0,1500,Service Residence,1.0,1.0,520,Fully Furnished,Pudu,1.0,yes
2009.0,1799,Condominium,1.0,2.0,840,Fully Furnished,Jalan Ipoh,2.0,yes
2003.0,1000,Condominium,0.0,2.0,1000,Partially Furnished,Setapak,3.0,yes
2023.0,2500,Condominium,1.0,2.0,850,Fully Furnished,Cheras,3.0,yes
2020.0,1450,Condominium,2.0,2.0,1184,Not Furnished,Keramat,4.0,yes
2021.0,2200,Service Residence,2.0,3.0,1106,Fully Furnished,Kuchai Lama,3.0,yes
1999.0,1350,Condominium,1.0,2.0,920,Partially Furnished,Cheras,3.0,
2019.0,1450,Service Residence,1.0,2.0,900,Partially Furnished,Segambut,2.0,
2020.0,1800,Condominium,2.0,2.0,1065,Partially Furnished,Keramat,4.0,yes
2020.0,1850,Condominium,1.0,2.0,900,Fully Furnished,Keramat,3.0,yes
2020.0,2499,Condominium,2.0,2.0,1184,Fully Furnished,Keramat,4.0,yes
2017.0,2000,Apartment,2.0,2.0,850,Fully Furnished,Wangsa Maju,4.0,yes
2021.0,1800,Apartment,1.0,2.0,978,Partially Furnished,Kepong,3.0,yes
2020.0,1550,Apartment,1.0,2.0,810,Partially Furnished,Pantai,3.0,no
2019.0,1900,Condominium,1.0,2.0,839,Fully Furnished,Sungai Besi,3.0,yes
2016.0,2550,Condominium,1.0,2.0,1148,Fully Furnished,Old Klang Road,3.0,no
2005.0,700,Condominium,0.0,2.0,910,Fully Furnished,Cheras,3.0,yes
1993.0,2500,Condominium,1.0,2.0,1005,Fully Furnished,KL City,3.0,
2009.0,1999,Condominium,1.0,2.0,1000,Fully Furnished,Solaris Dutamas,3.0,yes
2021.0,2900,Service Residence,2.0,2.0,931,Fully Furnished,Cheras,3.0,no
2023.0,1800,Condominium,2.0,2.0,850,Partially Furnished,Cheras,3.0,no
2012.0,1750,Service Residence,1.0,1.0,650,Fully Furnished,Jalan Sultan Ismail,1.0,yes
2020.0,3500,Service Residence,1.0,2.0,1012,Fully Furnished,Cheras,2.0,yes
2021.0,1900,Condominium,2.0,2.0,950,Partially Furnished,Cheras,3.0,
2016.0,1500,Condominium,1.0,2.0,998,Partially Furnished,Cheras,2.0,no
2022.0,1988,Condominium,2.0,2.0,988,Fully Furnished,Taman Desa,3.0,yes
2021.0,1400,Apartment,0.0,2.0,850,Not Furnished,Keramat,3.0,
2022.0,1388,Condominium,2.0,2.0,958,Partially Furnished,Taman Desa,3.0,yes
2017.0,1900,Apartment,1.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,yes
1995.0,1550,Condominium,1.0,2.0,1100,Fully Furnished,Sri Petaling,3.0,no
2021.0,1350,Apartment,1.0,2.0,850,Partially Furnished,Bukit Jalil,3.0,
2016.0,2199,Condominium,1.0,2.0,1202,Partially Furnished,Old Klang Road,3.0,no
2021.0,3000,Service Residence,1.0,2.0,865,Fully Furnished,Cheras,3.0,yes
2021.0,1800,Condominium,2.0,2.0,1100,Partially Furnished,Kuchai Lama,3.0,yes
2007.0,1800,Service Residence,0.0,2.0,1400,Fully Furnished,Jalan Kuching,3.0,no
2021.0,1800,Condominium,2.0,2.0,1100,Partially Furnished,Kuchai Lama,3.0,yes
2009.0,1500,Condominium,1.0,1.0,600,Fully Furnished,Solaris Dutamas,2.0,
2019.0,1699,Service Residence,2.0,2.0,955,Partially Furnished,Puchong,3.0,no
2013.0,2200,Service Residence,2.0,2.0,920,Fully Furnished,Cheras,3.0,yes
2016.0,2200,Service Residence,2.0,3.0,918,Fully Furnished,Sri Petaling,3.0,yes
2019.0,1500,Apartment,1.0,1.0,466,Fully Furnished,Pandan Perdana,1.0,no
2015.0,1500,Apartment,1.0,2.0,954,Fully Furnished,Sungai Besi,3.0,
2009.0,1780,Condominium,1.0,2.0,900,Fully Furnished,Jalan Ipoh,2.0,yes
2019.0,1899,Service Residence,2.0,2.0,1200,Fully Furnished,Puchong,3.0,no
2021.0,1800,Apartment,1.0,2.0,850,Fully Furnished,Bukit Jalil,3.0,yes
2017.0,1900,Apartment,1.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,
2004.0,1300,Condominium,0.0,2.0,1100,Partially Furnished,Jalan Kuching,3.0,no
2016.0,1990,Service Residence,2.0,3.0,928,Partially Furnished,Sri Petaling,3.0,yes
2010.0,1200,Condominium,1.0,2.0,1400,Not Furnished,Jalan Ipoh,3.0,yes
2014.0,1550,Condominium,1.0,2.0,1100,Fully Furnished,Sentul,3.0,no
2018.0,1600,Service Residence,1.0,1.0,650,Fully Furnished,Ampang,2.0,
2023.0,2500,Apartment,2.0,2.0,850,Partially Furnished,Cheras,3.0,yes
2017.0,1500,Service Residence,1.0,2.0,1001,Not Furnished,Sentul,3.0,no
2021.0,1850,Service Residence,1.0,2.0,850,Partially Furnished,Sentul,3.0,yes
2018.0,1780,Service Residence,0.0,1.0,320,Fully Furnished,KL City,1.0,yes
2020.0,1899,Condominium,2.0,3.0,1023,Partially Furnished,Bukit Jalil,3.0,yes
2019.0,2000,Service Residence,2.0,2.0,958,Fully Furnished,Kepong,3.0,
2020.0,1100,Apartment,0.0,2.0,850,Partially Furnished,Pantai,3.0,
2020.0,1000,Condominium,0.0,2.0,800,Partially Furnished,Bukit Jalil,3.0,
2011.0,4000,Condominium,2.0,3.0,1200,Fully Furnished,KLCC,4.0,no
2013.0,1650,Service Residence,1.0,2.0,980,Partially Furnished,Taman Melawati,3.0,no
2019.0,2800,Service Residence,1.0,1.0,600,Fully Furnished,KLCC,1.0,yes
2015.0,1100,Service Residence,0.0,1.0,565,Partially Furnished,Sungai Besi,2.0,no
2020.0,1800,Service Residence,2.0,2.0,901,Partially Furnished,Kepong,3.0,yes
2019.0,2700,Service Residence,2.0,2.0,924,Fully Furnished,Gombak,4.0,no
2019.0,3800,Condominium,2.0,3.0,1360,Fully Furnished,Pantai,3.0,no
1999.0,1300,Condominium,2.0,2.0,940,Not Furnished,Cheras,3.0,
2021.0,2600,Condominium,2.0,2.0,883,Fully Furnished,Segambut,2.0,
2017.0,1400,Service Residence,2.0,2.0,1050,Partially Furnished,Cheras,3.0,yes
2016.0,2500,Service Residence,1.0,2.0,935,Fully Furnished,Old Klang Road,3.0,yes
2022.0,2000,Service Residence,2.0,2.0,850,Partially Furnished,Setapak,3.0,yes
2020.0,1800,Condominium,0.0,2.0,800,Fully Furnished,Bukit Jalil,3.0,no
2020.0,3000,Service Residence,2.0,2.0,850,Fully Furnished,Ampang,2.0,no
2021.0,1250,Condominium,0.0,2.0,800,Not Furnished,Setapak,3.0,no
2017.0,1200,Service Residence,1.0,1.0,680,Fully Furnished,Cheras,1.0,yes
2019.0,1550,Apartment,1.0,2.0,950,Partially Furnished,Setapak,3.0,yes
2013.0,3500,Service Residence,2.0,2.0,1529,Fully Furnished,Ampang Hilir,3.0,no
2005.0,1980,Condominium,1.0,2.0,930,Partially Furnished,Cheras,3.0,no
2023.0,2300,Condominium,2.0,2.0,1000,Partially Furnished,Cheras,4.0,yes
1998.0,1500,Condominium,1.0,2.0,930,Fully Furnished,Cheras,3.0,yes
2025.0,1600,Condominium,1.0,2.0,893,Partially Furnished,Cheras,3.0,yes
2016.0,2200,Service Residence,2.0,2.0,895,Fully Furnished,Old Klang Road,2.0,yes
2020.0,1500,Condominium,1.0,2.0,882,Partially Furnished,Keramat,3.0,no
2019.0,1200,Apartment,1.0,1.0,450,Partially Furnished,Pandan Perdana,1.0,no
2017.0,2600,Condominium,1.0,2.0,1237,Fully Furnished,Sentul,3.0,no
2005.0,2000,Condominium,1.0,2.0,1345,Partially Furnished,Sentul,4.0,yes
1995.0,1600,Condominium,1.0,2.0,1141,Partially Furnished,Sri Petaling,3.0,
2011.0,4500,Condominium,2.0,3.0,1200,Fully Furnished,KLCC,4.0,no
1997.0,2400,Service Residence,1.0,2.0,935,Partially Furnished,Taman Desa,3.0,yes
2017.0,1350,Service Residence,0.0,2.0,825,Partially Furnished,Setapak,3.0,yes
2006.0,1600,Condominium,1.0,2.0,1272,Fully Furnished,Setapak,4.0,yes
2020.0,1600,Service Residence,1.0,2.0,819,Fully Furnished,Sentul,3.0,yes
2001.0,1550,Apartment,1.0,2.0,828,Fully Furnished,Ampang,3.0,no
2001.0,1150,Apartment,1.0,2.0,828,Partially Furnished,Ampang,3.0,no
2017.0,1400,Service Residence,2.0,2.0,825,Not Furnished,Cheras,2.0,no
2020.0,1300,Service Residence,1.0,2.0,650,Partially Furnished,Sentul,2.0,yes
2013.0,2500,Service Residence,0.0,2.0,800,Fully Furnished,KLCC,1.0,
2001.0,3500,Condominium,2.0,4.0,2700,Fully Furnished,Ampang,6.0,no
2021.0,1400,Apartment,1.0,2.0,850,Partially Furnished,Bukit Jalil,3.0,yes
2021.0,1000,Apartment,0.0,1.0,100,Fully Furnished,Kepong,1.0,yes
2021.0,1200,Service Residence,0.0,1.0,500,Fully Furnished,Cheras,1.0,yes
2017.0,2200,Condominium,1.0,2.0,900,Fully Furnished,Sentul,2.0,
2020.0,2000,Condominium,2.0,2.0,1118,Not Furnished,Keramat,4.0,yes
2020.0,1900,Condominium,2.0,2.0,1185,Partially Furnished,Keramat,4.0,no
2005.0,2200,Condominium,1.0,2.0,1345,Partially Furnished,Sentul,4.0,
2018.0,1100,Apartment,0.0,2.0,900,Partially Furnished,Sentul,3.0,
2014.0,1100,Condominium,0.0,2.0,1092,Partially Furnished,Sentul,3.0,
2001.0,1150,Apartment,1.0,2.0,828,Partially Furnished,Ampang,3.0,yes
2001.0,1550,Apartment,1.0,2.0,828,Fully Furnished,Ampang,3.0,yes
2017.0,2300,Service Residence,1.0,1.0,648,Fully Furnished,Bangsar South,2.0,
2021.0,1600,Service Residence,1.0,2.0,926,Not Furnished,Setapak,3.0,yes
2014.0,2200,Condominium,2.0,2.0,1450,Fully Furnished,Cheras,3.0,no
2021.0,1400,Condominium,2.0,2.0,850,Fully Furnished,Sentul,3.0,yes
2018.0,2500,Condominium,1.0,2.0,890,Fully Furnished,Ampang,4.0,
2017.0,1900,Apartment,1.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,no
2018.0,1200,Service Residence,1.0,1.0,475,Partially Furnished,Kepong,2.0,no
2019.0,2400,Service Residence,1.0,2.0,845,Fully Furnished,Ampang Hilir,2.0,yes
2021.0,3300,Service Residence,1.0,2.0,933,Fully Furnished,Bukit Jalil,3.0,no
2021.0,2600,Condominium,1.0,2.0,883,Fully Furnished,Segambut,2.0,
2010.0,1450,Condominium,1.0,2.0,1100,Partially Furnished,Cheras,3.0,yes
1995.0,1600,Condominium,1.0,2.0,1100,Fully Furnished,Sri Petaling,3.0,no
2000.0,1550,Condominium,1.0,2.0,1417,Fully Furnished,Sri Petaling,3.0,no
2013.0,2300,Service Residence,1.0,1.0,610,Fully Furnished,KLCC,1.0,no
2015.0,2600,Service Residence,1.0,2.0,1087,Fully Furnished,Desa Pandan,2.0,yes
2020.0,1250,Condominium,1.0,2.0,800,Partially Furnished,Bukit Jalil,3.0,yes
2013.0,1700,Condominium,1.0,2.0,1313,Partially Furnished,Setapak,4.0,
2022.0,2100,Service Residence,0.0,1.0,416,Fully Furnished,Mont Kiara,1.0,no
2021.0,1500,Service Residence,1.0,2.0,819,Not Furnished,Cheras,3.0,
2023.0,2400,Condominium,2.0,2.0,850,Fully Furnished,Cheras,3.0,yes
2015.0,2300,Condominium,2.0,3.0,1262,Fully Furnished,Segambut,4.0,yes
2016.0,2600,Service Residence,1.0,2.0,1193,Partially Furnished,KL City,2.0,yes
2004.0,1400,Condominium,2.0,2.0,1100,Partially Furnished,Jalan Kuching,3.0,no
2007.0,1500,Service Residence,0.0,1.0,465,Fully Furnished,KL City,1.0,yes
2000.0,1300,Condominium,0.0,2.0,938,Fully Furnished,Taman Desa,3.0,no
2014.0,2599,Condominium,3.0,5.0,1841,Fully Furnished,Sri Petaling,4.0,yes
2001.0,1150,Apartment,0.0,2.0,828,Partially Furnished,Ampang,3.0,no
2011.0,2400,Condominium,1.0,2.0,1297,Fully Furnished,Sri Petaling,3.0,yes
2001.0,1550,Apartment,1.0,2.0,828,Fully Furnished,Ampang,3.0,no
2020.0,1500,Apartment,1.0,2.0,800,Partially Furnished,Kepong,3.0,no
2018.0,1600,Service Residence,1.0,2.0,900,Partially Furnished,Jalan Ipoh,2.0,yes
2006.0,1999,Condominium,1.0,1.0,615,Fully Furnished,KLCC,1.0,yes
2015.0,1600,Condominium,1.0,2.0,1142,Partially Furnished,Cheras,4.0,no
1993.0,1350,Apartment,1.0,2.0,945,Fully Furnished,Old Klang Road,3.0,
2021.0,1800,Service Residence,1.0,2.0,850,Partially Furnished,Sentul,3.0,yes
2017.0,1999,Condominium,2.0,2.0,1100,Fully Furnished,Jalan Ipoh,3.0,yes
2007.0,1100,Condominium,1.0,2.0,962,Not Furnished,Kepong,3.0,yes
2017.0,1700,Service Residence,2.0,2.0,1009,Partially Furnished,Sentul,3.0,no
2006.0,120,Apartment,0.0,2.0,1000,Not Furnished,Sentul,3.0,
2020.0,1600,Service Residence,1.0,2.0,850,Partially Furnished,Sentul,3.0,no
2021.0,2600,Condominium,1.0,1.0,607,Fully Furnished,Sri Damansara,1.0,
2020.0,1600,Service Residence,1.0,2.0,850,Partially Furnished,Sentul,3.0,no
2017.0,1450,Service Residence,1.0,2.0,900,Not Furnished,Sentul,3.0,no
2020.0,1400,Service Residence,2.0,2.0,932,Partially Furnished,Kepong,3.0,
2019.0,1900,Condominium,2.0,2.0,1100,Fully Furnished,Kepong,3.0,no
2016.0,1500,Service Residence,1.0,1.0,533,Fully Furnished,KL City,1.0,yes
2020.0,1798,Apartment,1.0,2.0,876,Partially Furnished,Sentul,3.0,yes
2013.0,2200,Service Residence,2.0,2.0,920,Fully Furnished,Cheras,3.0,yes
2015.0,2500,Service Residence,1.0,2.0,1087,Fully Furnished,Desa Pandan,2.0,
1988.0,2000,Condominium,2.0,2.0,1200,Fully Furnished,Taman Desa,3.0,no
2022.0,3300,Condominium,2.0,2.0,1118,Fully Furnished,Taman Desa,3.0,yes
2017.0,1899,Condominium,1.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,
2022.0,2500,Condominium,2.0,2.0,921,Fully Furnished,Taman Desa,3.0,
2011.0,2299,Condominium,1.0,2.0,776,Fully Furnished,KLCC,2.0,yes
1999.0,1500,Condominium,1.0,2.0,960,Partially Furnished,Cheras,3.0,yes
2015.0,3200,Service Residence,2.0,2.0,1350,Fully Furnished,Desa Pandan,3.0,yes
2015.0,4400,Service Residence,2.0,2.0,1539,Fully Furnished,Desa Pandan,3.0,yes
2015.0,3500,Service Residence,2.0,2.0,1350,Fully Furnished,Desa Pandan,3.0,yes
2007.0,4500,Condominium,1.0,3.0,2174,Fully Furnished,Taman Tun Dr Ismail,4.0,yes
2018.0,1000,Apartment,1.0,2.0,1000,Not Furnished,Bukit Jalil,3.0,
2020.0,1600,Condominium,1.0,2.0,926,Not Furnished,Keramat,3.0,yes
2013.0,1600,Service Residence,1.0,2.0,1007,Partially Furnished,Taman Melawati,3.0,no
2020.0,2300,Condominium,2.0,2.0,1184,Fully Furnished,Keramat,4.0,no
2023.0,2800,Condominium,2.0,2.0,1030,Fully Furnished,Cheras,4.0,yes
2021.0,2000,Service Residence,0.0,2.0,819,Fully Furnished,Cheras,3.0,yes
2021.0,2000,Service Residence,0.0,1.0,499,Fully Furnished,Sri Damansara,1.0,yes
2022.0,1900,Condominium,2.0,2.0,958,Fully Furnished,Taman Desa,3.0,yes
2017.0,2200,Condominium,1.0,1.0,648,Fully Furnished,Bangsar South,2.0,
2018.0,1700,Service Residence,0.0,1.0,320,Fully Furnished,KL City,1.0,yes
2018.0,2000,Service Residence,0.0,2.0,836,Partially Furnished,Taman Melawati,2.0,yes
2016.0,2000,Service Residence,0.0,2.0,774,Fully Furnished,Cheras,2.0,
2021.0,1300,Service Residence,1.0,2.0,650,Not Furnished,Cheras,2.0,yes
2021.0,1200,Service Residence,0.0,2.0,680,Partially Furnished,Cheras,2.0,yes
2019.0,3000,Condominium,0.0,2.0,1100,Fully Furnished,Bukit Jalil,3.0,yes
2025.0,1900,Condominium,2.0,2.0,893,Partially Furnished,Cheras,2.0,yes
2021.0,2200,Service Residence,1.0,1.0,499,Fully Furnished,Sri Damansara,1.0,no
2015.0,3000,Service Residence,2.0,3.0,1450,Fully Furnished,Ampang,3.0,no
2021.0,1200,Service Residence,0.0,2.0,650,Not Furnished,Cheras,2.0,yes
2001.0,1300,Condominium,1.0,2.0,920,Fully Furnished,Old Klang Road,2.0,no
2006.0,1900,Service Residence,1.0,1.0,800,Fully Furnished,Damansara Heights,2.0,no
2021.0,3800,Service Residence,1.0,2.0,950,Fully Furnished,Cheras,3.0,yes
2014.0,2800,Condominium,2.0,4.0,1710,Fully Furnished,Kuchai Lama,4.0,no
2014.0,1500,Condominium,1.0,2.0,1130,Partially Furnished,Sentul,3.0,yes
2019.0,3300,Service Residence,2.0,2.0,997,Fully Furnished,KL City,3.0,yes
2014.0,3800,Condominium,2.0,3.0,1799,Fully Furnished,Solaris Dutamas,3.0,no
2014.0,1600,Service Residence,1.0,2.0,916,Fully Furnished,Cheras,2.0,yes
2020.0,1588,Condominium,2.0,3.0,1100,Partially Furnished,Bukit Jalil,3.0,yes
2016.0,2600,Condominium,1.0,2.0,1148,Fully Furnished,Old Klang Road,3.0,
2017.0,1400,Service Residence,1.0,2.0,1009,Not Furnished,Sentul,3.0,no
2017.0,1800,Apartment,2.0,2.0,770,Fully Furnished,Wangsa Maju,3.0,yes
2017.0,1900,Apartment,1.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,
2017.0,1900,Condominium,2.0,2.0,977,Partially Furnished,Jalan Ipoh,3.0,yes
2019.0,2600,Service Residence,2.0,2.0,1061,Partially Furnished,Bukit Jalil,3.0,no
2016.0,750,Condominium,1.0,1.0,200,Partially Furnished,Cheras,1.0,
2019.0,1450,Apartment,1.0,1.0,510,Fully Furnished,Pandan Perdana,1.0,yes
2017.0,2000,Apartment,0.0,2.0,850,Fully Furnished,Wangsa Maju,3.0,
2013.0,2200,Service Residence,1.0,2.0,920,Fully Furnished,Cheras,3.0,yes
2020.0,1000,Apartment,1.0,2.0,800,Not Furnished,Kepong,3.0,no
2016.0,3500,Condominium,3.0,4.0,1712,Fully Furnished,Wangsa Maju,3.0,yes
2021.0,1400,Condominium,1.0,2.0,650,Partially Furnished,Cheras,2.0,
2020.0,1000,Apartment,1.0,2.0,800,Not Furnished,Kepong,3.0,no
2012.0,3000,Service Residence,1.0,2.0,1300,Fully Furnished,Jalan Sultan Ismail,2.0,
2020.0,2000,Condominium,1.0,1.0,550,Fully Furnished,KL City,1.0,no
2021.0,1500,Condominium,0.0,2.0,1200,Partially Furnished,Kuchai Lama,3.0,
2021.0,2400,Apartment,0.0,2.0,866,Fully Furnished,Kepong,2.0,
1996.0,2200,Condominium,1.0,2.0,1206,Partially Furnished,Cheras,3.0,no
2007.0,1100,Condominium,0.0,2.0,810,Partially Furnished,Cheras,3.0,yes
2013.0,2500,Service Residence,0.0,1.0,602,Fully Furnished,KLCC,1.0,no
2006.0,3200,Condominium,1.0,3.0,1640,Fully Furnished,City Centre,3.0,no
2017.0,1500,Condominium,2.0,2.0,908,Partially Furnished,Setapak,3.0,yes
2010.0,1400,Condominium,0.0,2.0,903,Fully Furnished,Cheras,3.0,yes
2016.0,2500,Condominium,4.0,5.0,2887,Partially Furnished,Cheras,4.0,
1995.0,1600,Condominium,1.0,2.0,1141,Fully Furnished,Sri Petaling,3.0,yes
2017.0,1800,Condominium,2.0,3.0,1391,Partially Furnished,Segambut,4.0,no
2015.0,2000,Condominium,2.0,2.0,1050,Partially Furnished,Pandan Jaya,3.0,yes
2013.0,2400,Service Residence,2.0,2.0,920,Fully Furnished,Cheras,3.0,yes
2016.0,2800,Condominium,2.0,3.0,1610,Fully Furnished,Sri Damansara,3.0,
2016.0,2500,Condominium,1.0,2.0,1150,Fully Furnished,Old Klang Road,3.0,yes
2018.0,2800,Condominium,2.0,3.0,1072,Fully Furnished,Seputeh,3.0,
2010.0,1900,Condominium,1.0,2.0,1550,Partially Furnished,Setapak,4.0,yes
2013.0,2000,Condominium,2.0,2.0,1590,Partially Furnished,Jalan Kuching,3.0,
2021.0,2800,Service Residence,0.0,2.0,750,Fully Furnished,Cheras,2.0,yes
2021.0,1700,Apartment,2.0,2.0,1000,Partially Furnished,Setapak,4.0,
2008.0,2000,Condominium,1.0,2.0,913,Fully Furnished,Mont Kiara,2.0,
2008.0,2200,Condominium,1.0,2.0,913,Fully Furnished,Mont Kiara,2.0,
2010.0,1900,Condominium,1.0,2.0,1011,Fully Furnished,Jalan Ipoh,3.0,yes
2018.0,2300,Service Residence,1.0,1.0,685,Fully Furnished,Cheras,2.0,yes
2019.0,2099,Service Residence,1.0,2.0,953,Partially Furnished,Bukit Jalil,2.0,yes
2016.0,1650,Condominium,1.0,2.0,1037,Fully Furnished,Jalan Ipoh,3.0,no
2020.0,1600,Service Residence,1.0,2.0,850,Fully Furnished,Sentul,3.0,no
2017.0,3000,Condominium,2.0,4.0,1714,Partially Furnished,Solaris Dutamas,4.0,no
2021.0,1400,Condominium,1.0,2.0,819,Not Furnished,Cheras,3.0,
2014.0,3000,Condominium,2.0,3.0,1508,Fully Furnished,Bukit Jalil,4.0,no
2023.0,1800,Condominium,2.0,2.0,850,Partially Furnished,Cheras,3.0,
